idx,A,S,E,O,R,T
8176,young,M,high,emp,big,car
8177,old,M,high,emp,big,car
8178,old,F,uni,emp,big,train
8179,young,F,high,emp,small,car
8180,young,M,uni,emp,small,train
8181,old,M,high,emp,small,car
8182,adult,M,uni,emp,small,other
8183,adult,M,high,emp,big,train
8184,young,F,uni,emp,big,train
8185,young,F,high,emp,big,car
8186,young,F,uni,emp,big,car
8187,adult,F,high,emp,big,car
8188,old,F,high,emp,small,car
8189,young,M,high,emp,big,other
8190,adult,M,high,emp,big,car
8191,young,M,uni,emp,big,car
8192,old,M,high,emp,big,car
8193,young,M,high,emp,big,other
8194,adult,M,uni,emp,big,other
8195,young,F,high,self,big,car
8196,old,M,high,emp,small,train
8197,adult,M,high,emp,big,other
8198,old,F,high,emp,big,car
8199,adult,F,high,emp,big,car
8200,adult,M,high,emp,small,car
8201,adult,M,high,emp,big,train
8202,adult,M,high,emp,big,car
8203,old,M,uni,emp,big,train
8204,young,F,uni,emp,big,car
8205,adult,M,uni,emp,big,car
8206,adult,F,uni,emp,big,train
8207,young,M,high,emp,small,car
8208,adult,F,uni,emp,big,other
8209,adult,F,high,emp,small,other
8210,old,M,high,emp,small,car
8211,old,F,high,emp,small,car
8212,young,F,high,emp,big,car
8213,adult,M,high,emp,big,other
8214,young,M,uni,emp,big,car
8215,old,F,high,emp,small,train
8216,adult,F,uni,emp,big,train
8217,old,F,high,emp,small,other
8218,adult,M,uni,emp,big,car
8219,adult,M,high,emp,small,car
8220,adult,M,high,emp,big,other
8221,adult,F,high,self,big,other
8222,adult,F,uni,emp,big,other
8223,adult,M,high,emp,small,train
8224,adult,M,uni,self,small,car
8225,old,M,high,emp,small,train
8226,old,F,high,emp,big,other
8227,adult,M,high,emp,small,car
8228,adult,M,uni,emp,small,car
8229,adult,M,high,emp,small,train
8230,adult,F,high,emp,small,train
8231,adult,F,uni,self,big,car
8232,adult,M,uni,self,big,car
8233,old,M,high,emp,big,train
8234,adult,M,high,self,big,car
8235,adult,F,high,emp,big,car
8236,adult,M,high,self,big,car
8237,adult,F,uni,emp,big,car
8238,adult,M,uni,emp,big,train
8239,young,F,uni,emp,big,car
8240,adult,M,high,emp,small,train
8241,old,F,high,emp,big,car
8242,old,M,high,emp,big,train
8243,old,F,high,emp,small,train
8244,adult,F,high,emp,big,car
8245,old,F,high,emp,big,train
8246,old,M,uni,emp,big,car
8247,young,M,high,emp,big,car
8248,young,M,high,emp,big,car
8249,young,F,high,emp,big,other
8250,adult,M,uni,emp,big,train
8251,adult,F,uni,emp,big,car
8252,adult,M,high,emp,big,car
8253,adult,F,high,emp,big,car
8254,adult,F,uni,emp,big,other
8255,adult,M,high,self,big,car
8256,young,M,high,emp,small,train
8257,adult,M,uni,emp,small,train
8258,adult,M,high,emp,big,other
8259,adult,M,high,emp,big,train
8260,young,M,high,emp,big,car
8261,adult,F,uni,emp,big,train
8262,adult,M,uni,emp,small,train
8263,young,M,high,emp,big,other
8264,young,F,uni,emp,big,train
8265,old,M,high,emp,small,car
8266,adult,M,high,emp,small,car
8267,old,M,high,emp,big,car
8268,adult,F,high,self,small,car
8269,old,M,high,emp,small,train
8270,adult,M,high,emp,big,car
8271,old,M,high,emp,big,train
8272,young,M,high,emp,big,car
8273,adult,M,high,emp,big,other
8274,adult,M,high,emp,big,car
8275,adult,M,high,emp,big,car
8276,young,F,high,emp,big,car
8277,adult,F,uni,emp,big,car
8278,adult,F,high,emp,big,car
8279,adult,M,high,emp,big,other
8280,adult,M,high,emp,big,train
8281,adult,M,high,emp,big,train
8282,adult,M,uni,emp,big,train
8283,adult,F,high,emp,small,train
8284,adult,F,uni,self,big,train
8285,old,F,high,emp,big,train
8286,old,M,high,emp,small,other
8287,young,M,high,emp,small,train
8288,young,F,high,emp,big,car
8289,adult,F,high,emp,big,car
8290,old,M,high,self,big,car
8291,adult,M,uni,emp,big,train
8292,young,F,high,emp,big,car
8293,old,M,high,emp,big,car
8294,adult,M,high,emp,small,train
8295,old,M,high,emp,big,car
8296,young,F,uni,emp,big,train
8297,young,M,uni,emp,small,train
8298,old,F,high,emp,big,car
8299,adult,M,uni,emp,big,train
8300,adult,M,high,emp,big,other
8301,old,F,uni,self,big,car
8302,adult,M,high,emp,big,other
8303,adult,M,high,emp,small,train
8304,old,F,high,emp,big,car
8305,adult,F,uni,emp,big,train
8306,adult,M,uni,emp,big,train
8307,young,M,high,emp,small,car
8308,young,M,high,emp,small,train
8309,adult,F,high,emp,big,car
8310,old,M,high,emp,big,other
8311,young,M,high,emp,big,train
8312,adult,M,high,emp,big,train
8313,young,M,uni,emp,big,car
8314,adult,F,uni,emp,big,car
8315,old,F,high,emp,small,train
8316,old,F,high,emp,big,car
8317,adult,M,high,emp,big,car
8318,adult,F,high,emp,big,train
8319,young,M,high,emp,big,car
8320,young,M,high,emp,big,car
8321,young,M,high,emp,big,other
8322,young,F,uni,emp,small,car
8323,adult,F,uni,emp,big,car
8324,adult,F,high,emp,big,train
8325,adult,M,high,emp,big,car
8326,young,F,high,emp,big,car
8327,adult,M,high,emp,big,car
8328,adult,F,high,emp,big,train
8329,old,M,high,emp,big,other
8330,adult,M,high,self,big,car
8331,adult,M,high,emp,big,other
8332,young,F,high,emp,big,other
8333,adult,M,high,emp,big,car
8334,old,F,high,emp,big,car
8335,adult,M,high,emp,big,car
8336,old,F,high,emp,big,train
8337,adult,F,uni,emp,big,car
8338,old,M,high,emp,small,car
8339,adult,M,high,emp,big,train
8340,old,M,high,emp,small,train
8341,adult,M,high,emp,big,train
8342,old,M,uni,emp,big,car
8343,young,M,uni,emp,big,car
8344,adult,F,uni,emp,small,car
8345,adult,M,uni,emp,big,car
8346,young,F,high,emp,big,car
8347,young,F,high,emp,small,train
8348,old,F,high,self,big,train
8349,adult,F,uni,emp,big,car
8350,young,F,uni,emp,big,car
8351,adult,F,high,emp,small,train
8352,adult,M,high,emp,big,train
8353,adult,F,high,emp,big,car
8354,young,M,high,emp,small,car
8355,adult,F,high,self,big,car
8356,adult,M,high,emp,big,car
8357,young,M,high,emp,big,train
8358,old,F,high,emp,small,car
8359,old,M,high,emp,big,car
8360,young,M,high,emp,big,train
8361,adult,M,high,emp,big,car
8362,old,F,high,emp,small,car
8363,adult,F,high,emp,small,car
8364,adult,M,uni,emp,big,train
8365,adult,M,uni,emp,big,train
8366,adult,M,high,emp,big,other
8367,young,M,high,emp,big,train
8368,adult,M,uni,emp,big,train
8369,adult,M,high,emp,big,train
8370,adult,M,uni,self,big,train
8371,adult,F,high,emp,big,car
8372,adult,F,high,emp,small,car
8373,adult,M,high,emp,big,car
8374,young,M,high,emp,big,car
8375,young,F,high,emp,big,other
8376,adult,M,uni,self,big,car
8377,old,M,high,emp,small,train
8378,young,M,high,emp,big,car
8379,young,F,high,emp,big,other
8380,young,M,high,emp,small,car
8381,adult,M,high,self,big,car
8382,adult,M,uni,emp,big,car
8383,adult,F,uni,emp,small,car
8384,old,M,high,emp,big,train
8385,young,F,high,emp,small,train
8386,adult,M,uni,emp,big,car
8387,adult,M,high,emp,big,car
8388,young,M,high,emp,big,car
8389,adult,M,high,emp,small,car
8390,adult,M,high,emp,small,car
8391,young,F,high,emp,big,train
8392,adult,F,high,emp,small,car
8393,old,M,high,emp,big,other
8394,old,M,high,emp,big,car
8395,adult,M,high,emp,big,train
8396,adult,M,high,emp,big,car
8397,adult,F,high,emp,big,car
8398,young,F,uni,emp,big,car
8399,adult,M,high,emp,small,car
8400,adult,F,high,emp,small,car
8401,young,F,uni,emp,big,other
8402,adult,M,high,emp,big,car
8403,old,M,high,emp,small,train
8404,old,F,high,emp,big,car
8405,young,M,high,emp,big,car
8406,young,F,high,emp,small,train
8407,young,F,high,emp,big,car
8408,young,M,high,emp,big,car
8409,young,M,high,emp,small,car
8410,adult,F,uni,emp,small,car
8411,old,F,high,self,big,car
8412,adult,F,high,emp,big,car
8413,adult,F,uni,emp,big,car
8414,adult,F,uni,emp,big,other
8415,young,M,uni,emp,big,car
8416,adult,M,high,emp,big,car
8417,old,M,high,emp,big,car
8418,young,M,high,emp,big,car
8419,adult,F,high,self,small,train
8420,old,M,high,emp,big,car
8421,old,M,high,emp,big,car
8422,adult,F,high,emp,big,train
8423,adult,F,high,emp,small,train
8424,adult,F,uni,self,big,car
8425,old,M,uni,emp,small,other
8426,young,F,uni,emp,big,train
8427,young,F,high,emp,big,car
8428,adult,F,high,emp,big,train
8429,young,M,uni,emp,small,other
8430,adult,F,high,emp,big,other
8431,adult,M,high,emp,big,train
8432,young,F,high,emp,big,car
8433,adult,M,uni,emp,small,car
8434,adult,M,uni,emp,big,other
8435,young,M,uni,emp,big,train
8436,adult,F,high,emp,big,car
8437,adult,M,high,emp,big,car
8438,old,M,high,emp,big,train
8439,young,M,high,emp,big,car
8440,adult,F,uni,emp,big,train
8441,old,M,high,emp,big,car
8442,young,M,high,emp,big,car
8443,young,M,uni,emp,big,car
8444,old,F,high,emp,big,car
8445,old,M,high,emp,big,car
8446,adult,M,high,emp,big,car
8447,adult,F,high,emp,big,car
8448,adult,F,high,emp,big,car
8449,adult,F,uni,emp,small,train
8450,young,M,high,emp,small,train
8451,young,M,high,emp,big,train
8452,adult,M,high,self,small,car
8453,young,M,high,self,small,other
8454,old,F,high,emp,small,car
8455,adult,M,uni,self,big,car
8456,adult,M,high,emp,big,train
8457,old,M,high,emp,big,train
8458,old,M,uni,emp,big,train
8459,adult,M,uni,emp,small,car
8460,old,M,high,emp,big,car
8461,young,F,uni,self,big,train
8462,adult,F,high,emp,big,car
8463,old,F,high,emp,big,train
8464,adult,M,high,emp,big,train
8465,young,M,high,emp,big,car
8466,adult,M,high,emp,big,car
8467,adult,F,high,emp,big,car
8468,adult,F,high,emp,big,other
8469,young,F,uni,emp,big,car
8470,adult,M,uni,emp,big,car
8471,adult,F,uni,emp,small,train
8472,adult,M,uni,emp,small,car
8473,adult,M,uni,emp,big,car
8474,adult,F,high,emp,small,car
8475,adult,M,high,emp,big,car
8476,adult,F,high,emp,big,train
8477,young,M,high,emp,big,train
8478,adult,M,high,emp,big,car
8479,adult,M,uni,emp,big,train
8480,young,M,uni,emp,small,train
8481,young,F,high,emp,big,car
8482,old,F,high,emp,big,car
8483,adult,M,high,self,big,car
8484,adult,F,high,emp,big,car
8485,adult,M,uni,emp,big,train
8486,adult,M,uni,emp,big,car
8487,old,F,high,emp,big,train
8488,young,M,high,emp,big,other
8489,old,F,uni,emp,small,train
8490,adult,M,high,emp,big,other
8491,adult,F,high,emp,small,train
8492,young,M,high,emp,big,other
8493,adult,F,high,emp,big,car
8494,adult,M,high,emp,big,other
8495,young,F,high,emp,big,other
8496,adult,M,high,emp,big,train
8497,adult,F,high,emp,big,car
8498,young,F,uni,emp,big,train
8499,young,M,high,emp,big,train
8500,old,F,uni,emp,big,car
8501,young,M,high,emp,small,car
8502,old,F,high,self,big,train
8503,adult,M,uni,emp,big,car
8504,adult,F,high,emp,big,car
8505,old,M,uni,emp,big,train
8506,young,F,high,emp,big,car
8507,young,F,high,emp,big,other
8508,young,M,high,emp,small,train
8509,young,F,uni,emp,big,train
8510,adult,F,uni,emp,big,car
8511,adult,M,uni,emp,big,car
8512,old,F,high,emp,big,car
8513,young,M,high,emp,big,other
8514,adult,F,high,self,small,train
8515,old,M,high,emp,big,other
8516,adult,M,high,emp,small,train
8517,adult,M,high,emp,big,car
8518,young,M,high,emp,big,car
8519,old,M,high,emp,big,train
8520,adult,F,high,emp,small,train
8521,adult,M,high,emp,big,train
8522,adult,F,high,emp,big,other
8523,old,F,high,emp,big,car
8524,old,F,uni,emp,big,train
8525,old,F,high,emp,small,other
8526,adult,M,high,emp,big,car
8527,adult,F,high,emp,big,car
8528,young,M,high,emp,big,train
8529,young,F,high,emp,small,train
8530,adult,M,high,emp,big,other
8531,old,M,high,emp,big,car
8532,adult,F,high,emp,big,car
8533,adult,M,high,emp,small,car
8534,adult,M,uni,emp,big,car
8535,adult,F,high,emp,big,car
8536,adult,M,uni,emp,big,car
8537,young,F,high,emp,big,car
8538,adult,M,high,emp,big,other
8539,adult,F,high,emp,big,car
8540,adult,M,high,emp,small,car
8541,old,M,high,emp,small,car
8542,old,M,high,emp,big,car
8543,adult,F,high,emp,big,car
8544,adult,F,high,emp,big,train
8545,adult,F,high,emp,small,other
8546,old,M,high,emp,big,car
8547,young,M,high,emp,big,other
8548,young,M,high,emp,big,car
8549,adult,M,high,emp,small,other
8550,adult,M,high,emp,big,car
8551,adult,M,high,emp,big,train
8552,adult,F,uni,self,small,train
8553,adult,F,uni,emp,big,car
8554,old,M,high,emp,small,car
8555,adult,F,high,emp,big,car
8556,adult,F,uni,emp,big,train
8557,young,M,uni,emp,big,car
8558,adult,M,uni,emp,small,car
8559,adult,M,high,emp,small,car
8560,adult,M,high,emp,small,other
8561,young,F,high,emp,big,car
8562,adult,F,high,emp,big,other
8563,adult,M,high,emp,small,train
8564,young,M,uni,emp,big,car
8565,young,F,high,emp,big,car
8566,old,M,high,emp,small,train
8567,adult,F,high,emp,big,car
8568,old,M,high,emp,big,car
8569,young,F,uni,emp,small,train
8570,adult,M,high,emp,big,car
8571,young,F,high,emp,big,other
8572,young,F,high,emp,small,train
8573,adult,M,high,emp,big,train
8574,adult,M,high,emp,small,car
8575,adult,M,uni,emp,small,train
8576,young,M,uni,emp,big,other
8577,young,M,high,emp,big,train
8578,young,F,high,emp,big,car
8579,young,F,high,emp,big,train
8580,old,F,high,emp,big,car
8581,adult,F,uni,emp,big,car
8582,old,F,high,emp,big,train
8583,young,F,uni,emp,big,other
8584,young,M,high,emp,big,car
8585,young,F,high,emp,big,car
8586,old,M,high,emp,big,other
8587,young,F,high,emp,big,car
8588,young,F,uni,emp,big,train
8589,adult,F,high,emp,big,car
8590,adult,M,high,emp,small,train
8591,old,M,high,emp,small,car
8592,young,F,high,emp,big,car
8593,young,F,high,emp,small,car
8594,adult,F,high,emp,big,train
8595,adult,M,high,emp,big,car
8596,adult,M,high,emp,big,car
8597,adult,M,high,emp,small,other
8598,young,F,high,emp,big,other
8599,adult,M,high,emp,big,train
8600,adult,M,high,emp,big,other
8601,adult,F,high,emp,small,car
8602,adult,M,uni,emp,big,train
8603,adult,F,high,emp,small,train
8604,adult,M,high,self,small,other
8605,old,F,high,emp,big,car
8606,young,F,uni,emp,big,train
8607,young,F,high,emp,big,car
8608,adult,F,uni,emp,big,car
8609,adult,M,uni,emp,big,other
8610,adult,M,high,emp,big,car
8611,young,M,high,emp,big,train
8612,young,M,high,emp,big,car
8613,adult,M,high,emp,small,car
8614,adult,M,high,emp,small,car
8615,adult,M,high,emp,big,train
8616,old,F,high,emp,big,train
8617,old,M,high,emp,big,car
8618,adult,M,high,emp,big,car
8619,young,M,high,emp,big,train
8620,old,M,high,emp,big,car
8621,old,M,high,emp,big,train
8622,adult,M,high,emp,big,other
8623,adult,M,high,emp,big,car
8624,adult,F,high,emp,big,car
8625,young,F,high,emp,small,car
8626,old,M,high,emp,big,car
8627,adult,F,high,emp,small,train
8628,young,M,uni,emp,small,car
8629,old,F,uni,emp,big,train
8630,young,M,high,emp,big,train
8631,adult,F,high,emp,small,car
8632,young,M,uni,emp,big,train
8633,adult,F,high,emp,big,car
8634,young,M,uni,emp,big,train
8635,old,F,high,emp,small,car
8636,old,M,high,emp,big,car
8637,young,M,uni,emp,big,car
8638,adult,M,uni,emp,big,other
8639,adult,M,uni,emp,big,other
8640,old,M,high,emp,small,car
8641,young,M,high,emp,big,train
8642,young,M,high,emp,big,train
8643,old,M,uni,emp,big,car
8644,young,M,high,emp,big,other
8645,young,F,high,emp,big,car
8646,adult,M,high,emp,big,car
8647,young,F,high,emp,big,car
8648,young,F,uni,emp,big,car
8649,young,F,high,emp,big,train
8650,adult,M,uni,emp,big,train
8651,young,M,high,emp,small,car
8652,young,M,uni,emp,big,car
8653,young,F,high,emp,small,other
8654,adult,M,high,emp,big,car
8655,young,F,uni,emp,small,train
8656,old,F,high,emp,big,car
8657,young,M,high,emp,big,car
8658,adult,M,uni,emp,big,car
8659,adult,M,high,emp,big,car
8660,adult,F,high,emp,big,car
8661,adult,M,high,emp,big,car
8662,adult,F,high,emp,big,car
8663,adult,M,high,emp,big,car
8664,adult,M,high,emp,big,car
8665,adult,M,high,emp,big,other
8666,adult,M,high,emp,big,car
8667,old,F,high,emp,big,car
8668,old,F,high,emp,small,train
8669,young,M,uni,emp,big,other
8670,young,F,uni,emp,big,car
8671,adult,M,uni,self,big,car
8672,young,M,high,emp,big,car
8673,adult,M,uni,emp,big,car
8674,old,F,high,emp,small,train
8675,young,M,uni,emp,big,car
8676,adult,F,high,emp,big,car
8677,adult,F,high,emp,big,car
8678,young,M,uni,emp,big,car
8679,old,M,uni,emp,big,car
8680,adult,F,high,emp,small,car
8681,young,M,uni,emp,big,car
8682,young,M,high,emp,small,train
8683,young,M,high,emp,big,train
8684,young,M,uni,emp,big,train
8685,adult,F,high,emp,big,car
8686,young,F,high,emp,big,other
8687,adult,M,high,emp,big,car
8688,adult,M,high,emp,big,car
8689,young,F,uni,emp,big,car
8690,adult,M,high,emp,big,car
8691,adult,F,uni,emp,big,other
8692,adult,F,uni,emp,big,other
8693,old,F,uni,emp,big,other
8694,old,F,uni,emp,small,car
8695,young,M,uni,self,small,train
8696,young,F,high,emp,big,car
8697,young,F,uni,emp,big,car
8698,adult,F,high,emp,big,car
8699,adult,M,high,emp,big,train
8700,young,M,high,emp,small,car
8701,adult,M,high,emp,big,car
8702,old,M,high,emp,big,car
8703,adult,M,high,emp,big,car
8704,adult,M,uni,emp,big,car
8705,young,M,high,emp,big,car
8706,adult,F,uni,emp,big,train
8707,old,M,high,emp,big,other
8708,young,M,high,emp,small,train
8709,adult,M,uni,self,big,car
8710,old,M,high,emp,big,car
8711,adult,F,high,self,big,car
8712,old,M,high,emp,big,car
8713,young,M,high,emp,small,car
8714,young,F,high,emp,big,car
8715,adult,M,high,emp,big,car
8716,adult,M,high,emp,big,car
8717,old,M,high,emp,big,other
8718,adult,M,high,emp,small,other
8719,old,F,high,emp,big,train
8720,old,F,high,emp,small,train
8721,adult,F,uni,emp,big,car
8722,young,F,high,emp,small,car
8723,adult,F,high,emp,big,train
8724,adult,F,high,emp,big,other
8725,adult,F,high,emp,big,other
8726,adult,M,high,emp,big,car
8727,adult,F,uni,emp,big,other
8728,young,M,high,emp,small,train
8729,young,M,high,emp,big,car
8730,young,M,high,emp,big,train
8731,adult,F,high,emp,small,car
8732,young,M,high,emp,big,car
8733,young,M,high,emp,big,car
8734,old,F,high,emp,big,car
8735,adult,F,high,emp,small,other
8736,adult,M,high,emp,small,train
8737,old,F,high,emp,big,other
8738,adult,M,high,emp,big,car
8739,adult,F,high,emp,small,car
8740,old,M,high,emp,big,other
8741,old,M,uni,emp,small,car
8742,old,F,uni,emp,big,car
8743,adult,F,high,emp,big,car
8744,old,F,high,emp,small,car
8745,old,M,high,emp,big,other
8746,old,M,high,emp,big,train
8747,adult,F,high,emp,big,car
8748,old,F,high,emp,big,train
8749,adult,F,uni,emp,big,other
8750,adult,M,high,emp,big,car
8751,adult,M,high,emp,big,train
8752,adult,M,high,emp,big,train
8753,old,M,uni,emp,big,train
8754,old,M,high,emp,big,car
8755,old,F,high,emp,big,car
8756,young,F,high,emp,big,other
8757,adult,M,high,emp,big,other
8758,adult,M,high,emp,small,car
8759,young,F,high,emp,small,train
8760,adult,M,high,emp,small,train
8761,adult,F,uni,emp,big,car
8762,adult,F,high,emp,big,other
8763,young,F,high,emp,big,car
8764,adult,M,high,emp,big,other
8765,adult,F,high,emp,small,other
8766,young,F,high,emp,big,car
8767,adult,F,uni,emp,big,other
8768,adult,M,high,emp,small,car
8769,old,M,high,emp,big,car
8770,old,M,high,emp,big,car
8771,old,F,high,emp,big,car
8772,adult,M,high,emp,big,train
8773,adult,M,uni,emp,big,other
8774,adult,M,high,emp,big,train
8775,old,M,uni,emp,big,car
8776,adult,F,uni,emp,big,train
8777,young,F,high,emp,big,car
8778,adult,M,high,emp,big,car
8779,adult,M,high,emp,big,train
8780,old,M,uni,emp,big,car
8781,adult,M,high,emp,big,other
8782,adult,M,high,emp,big,other
8783,adult,M,high,emp,big,car
8784,old,M,high,emp,big,car
8785,young,M,high,emp,small,car
8786,young,F,uni,emp,big,car
8787,adult,M,uni,self,big,other
8788,adult,F,high,emp,big,car
8789,adult,M,high,emp,small,car
8790,adult,M,high,emp,big,car
8791,young,F,high,emp,big,other
8792,adult,M,high,emp,small,car
8793,old,M,high,emp,big,car
8794,adult,M,high,emp,big,car
8795,adult,F,uni,self,big,train
8796,young,F,high,emp,big,train
8797,young,M,high,emp,big,car
8798,adult,M,high,emp,big,car
8799,adult,M,high,emp,big,car
8800,adult,F,high,emp,big,car
8801,adult,M,uni,emp,big,other
8802,young,M,high,emp,big,car
8803,adult,M,high,emp,big,car
8804,young,M,high,emp,small,train
8805,young,M,high,emp,big,train
8806,adult,M,high,emp,big,car
8807,adult,M,high,emp,big,car
8808,adult,M,high,emp,big,train
8809,adult,F,high,emp,big,car
8810,young,M,high,emp,small,train
8811,adult,F,high,emp,big,car
8812,adult,F,high,emp,big,car
8813,old,F,high,emp,big,car
8814,adult,M,uni,emp,big,train
8815,adult,M,high,emp,big,train
8816,adult,M,high,self,small,car
8817,adult,M,high,emp,small,car
8818,old,M,high,emp,small,car
8819,adult,F,high,emp,big,car
8820,adult,M,high,emp,big,other
8821,young,M,high,emp,big,car
8822,old,F,high,emp,big,train
8823,young,M,uni,emp,big,train
8824,adult,F,high,emp,big,car
8825,adult,F,high,emp,big,car
8826,adult,F,high,emp,big,car
8827,adult,M,high,emp,big,car
8828,adult,M,high,emp,big,car
8829,old,M,high,emp,big,car
8830,adult,M,uni,emp,big,other
8831,young,F,uni,emp,big,train
8832,old,F,high,emp,big,train
8833,adult,F,high,emp,big,other
8834,old,M,high,emp,big,car
8835,adult,M,high,emp,big,other
8836,adult,F,uni,emp,big,car
8837,adult,M,high,emp,big,other
8838,adult,M,high,emp,big,train
8839,adult,F,uni,emp,big,car
8840,adult,M,uni,emp,big,car
8841,young,M,high,emp,big,train
8842,young,M,high,emp,small,car
8843,adult,F,uni,emp,big,train
8844,adult,F,high,emp,big,car
8845,adult,F,high,emp,big,car
8846,adult,M,uni,emp,big,train
8847,adult,M,high,emp,big,car
8848,adult,M,uni,emp,small,car
8849,young,M,high,emp,big,car
8850,adult,F,uni,emp,big,train
8851,young,F,uni,self,big,car
8852,young,M,high,emp,big,car
8853,young,M,uni,emp,small,train
8854,adult,F,high,emp,big,train
8855,young,F,high,emp,big,car
8856,adult,F,high,emp,small,train
8857,adult,M,uni,emp,big,car
8858,adult,F,high,emp,big,car
8859,old,M,high,emp,big,car
8860,old,M,high,emp,big,car
8861,young,M,uni,emp,big,car
8862,adult,M,high,emp,big,train
8863,young,M,uni,self,big,car
8864,adult,F,high,emp,small,train
8865,young,F,high,emp,small,train
8866,old,M,high,emp,big,other
8867,young,M,uni,emp,big,car
8868,old,M,high,emp,small,car
8869,old,F,high,emp,small,other
8870,adult,F,high,emp,big,train
8871,young,F,high,emp,big,car
8872,old,M,high,emp,big,car
8873,adult,F,uni,emp,big,car
8874,adult,M,high,emp,big,car
8875,young,M,high,emp,big,car
8876,old,M,high,emp,big,other
8877,young,M,high,emp,big,car
8878,adult,F,high,emp,big,car
8879,young,M,high,emp,big,car
8880,young,M,high,emp,big,train
8881,adult,F,high,emp,small,car
8882,young,F,high,emp,small,car
8883,young,M,high,emp,big,car
8884,adult,M,high,emp,small,car
8885,adult,M,high,emp,small,car
8886,old,M,high,emp,big,train
8887,young,F,high,emp,big,car
8888,old,F,high,emp,small,car
8889,old,F,high,emp,big,car
8890,young,F,uni,emp,big,car
8891,old,F,uni,emp,small,train
8892,young,F,high,emp,big,train
8893,adult,M,high,emp,big,other
8894,adult,M,uni,emp,big,other
8895,adult,F,high,emp,big,car
8896,young,M,high,emp,big,other
8897,young,M,uni,emp,big,car
8898,adult,F,uni,emp,big,car
8899,young,M,uni,emp,small,car
8900,adult,M,high,emp,big,other
8901,adult,F,high,emp,big,car
8902,young,M,high,emp,big,train
8903,adult,M,high,emp,small,car
8904,adult,M,high,emp,big,car
8905,adult,M,high,emp,big,car
8906,adult,F,high,emp,small,train
8907,young,M,high,emp,small,other
8908,adult,M,high,emp,big,car
8909,adult,M,high,emp,big,train
8910,adult,M,uni,emp,big,car
8911,young,F,uni,emp,big,train
8912,young,M,high,emp,big,train
8913,young,F,uni,emp,big,car
8914,adult,M,high,emp,big,train
8915,adult,M,high,emp,big,other
8916,adult,M,high,emp,small,train
8917,adult,M,high,emp,big,train
8918,adult,F,uni,emp,big,car
8919,adult,F,uni,self,big,train
8920,adult,M,uni,emp,small,train
8921,young,M,high,emp,small,car
8922,young,M,high,emp,big,car
8923,adult,M,uni,emp,big,train
8924,adult,M,high,emp,big,car
8925,adult,F,high,emp,big,car
8926,adult,F,high,emp,small,car
8927,adult,M,high,emp,big,other
8928,adult,M,high,emp,big,other
8929,adult,F,high,emp,big,train
8930,adult,M,uni,emp,big,car
8931,adult,M,uni,emp,small,car
8932,old,F,high,emp,big,train
8933,young,M,uni,emp,big,car
8934,old,M,high,emp,big,car
8935,young,M,high,emp,small,other
8936,adult,M,uni,emp,big,car
8937,young,F,uni,emp,big,car
8938,adult,M,uni,emp,big,car
8939,young,M,uni,emp,big,train
8940,adult,F,uni,emp,big,car
8941,adult,M,high,emp,big,car
8942,young,F,uni,emp,big,car
8943,adult,F,uni,emp,big,car
8944,adult,F,high,emp,big,car
8945,adult,F,high,emp,big,other
8946,adult,F,uni,emp,big,car
8947,adult,M,uni,self,big,car
8948,young,M,uni,emp,small,other
8949,adult,M,high,self,big,car
8950,young,F,uni,emp,big,other
8951,adult,F,high,emp,big,train
8952,young,F,uni,emp,big,car
8953,young,M,high,emp,big,car
8954,young,F,uni,emp,big,car
8955,young,F,high,emp,big,car
8956,adult,F,high,emp,small,train
8957,old,F,high,emp,big,other
8958,adult,M,uni,emp,big,car
8959,young,M,high,emp,big,car
8960,young,F,high,emp,big,car
8961,young,F,uni,emp,big,car
8962,old,M,high,emp,big,train
8963,old,F,high,emp,big,car
8964,old,M,high,emp,big,car
8965,adult,M,high,emp,small,car
8966,adult,M,high,emp,big,car
8967,young,M,high,emp,big,car
8968,adult,M,high,emp,small,train
8969,young,M,high,emp,big,car
8970,adult,F,high,emp,big,car
8971,young,F,high,emp,big,other
8972,adult,M,high,emp,small,train
8973,adult,M,high,emp,big,train
8974,young,F,high,emp,big,car
8975,old,M,high,emp,big,train
8976,adult,M,high,emp,big,other
8977,old,F,high,emp,big,other
8978,old,M,high,emp,small,car
8979,old,M,high,emp,small,car
8980,adult,M,uni,emp,big,train
8981,young,F,high,emp,big,car
8982,old,F,high,emp,big,car
8983,young,M,high,emp,big,car
8984,adult,F,uni,emp,big,car
8985,adult,M,high,emp,big,train
8986,young,M,high,emp,small,train
8987,adult,M,high,emp,small,car
8988,young,F,high,emp,big,other
8989,adult,M,high,emp,small,car
8990,old,F,high,emp,big,car
8991,young,M,high,emp,big,car
8992,adult,F,high,emp,small,train
8993,adult,F,uni,emp,big,car
8994,adult,M,uni,emp,big,train
8995,adult,F,high,emp,big,other
8996,adult,M,high,emp,big,car
8997,adult,F,uni,emp,big,other
8998,old,M,high,emp,small,other
8999,young,M,high,emp,big,car
9000,young,M,high,emp,big,car
9001,adult,M,high,emp,big,train
9002,young,M,high,emp,big,car
9003,adult,M,high,emp,big,car
9004,adult,F,uni,emp,big,other
9005,adult,F,high,emp,big,car
9006,young,M,high,emp,big,car
9007,adult,M,uni,emp,big,train
9008,young,F,uni,emp,big,other
9009,young,M,high,emp,big,train
9010,young,M,uni,emp,big,car
9011,young,F,high,self,small,other
